"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensg","gene","desc"
"ENSMUSG00000042797",15.1872337799719,-0.468500970103998,0.647736074627686,-0.723289914604939,0.469501787665673,0.593202072531333,"ENSMUSG00000042797","Aqp11","aquaporin 11 [Source:MGI Symbol;Acc:MGI:1913583]"
"ENSMUSG00000042804",27.1566035812456,0.531630250725117,0.497927179892312,1.06768674656421,0.285661838812963,0.413051988893896,"ENSMUSG00000042804","Gpr153","G protein-coupled receptor 153 [Source:MGI Symbol;Acc:MGI:1916157]"
"ENSMUSG00000042807",675.445035717022,0.614572920618625,0.200468993795084,3.06567568871439,0.00217178742085898,0.00796869892583285,"ENSMUSG00000042807","Hecw2","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:2685817]"
"ENSMUSG00000042810",206.477412144575,2.27848393091629,0.357326594816047,6.37647453050411,1.81210869531444e-10,4.88118802531524e-09,"ENSMUSG00000042810","Krba1","KRAB-A domain containing 1 [Source:MGI Symbol;Acc:MGI:1925077]"
"ENSMUSG00000042812",4.15539134132416,2.5271825818067,1.28739601269076,1.96301880454382,0.0496439890601143,0.104588267455014,"ENSMUSG00000042812","Foxf1","forkhead box F1 [Source:MGI Symbol;Acc:MGI:1347470]"
"ENSMUSG00000042814",135.419533633288,0.925253277658752,0.272466552842513,3.39584168407471,0.000684179201212271,0.00300498765307596,"ENSMUSG00000042814","Mcts2","malignant T cell amplified sequence 2 [Source:MGI Symbol;Acc:MGI:1913655]"
"ENSMUSG00000042816",5.85367455407303,2.29035895121325,1.02959972928745,2.22451394077029,0.0261138856177877,0.0623719407366443,"ENSMUSG00000042816","Gpr151","G protein-coupled receptor 151 [Source:MGI Symbol;Acc:MGI:2441887]"
"ENSMUSG00000042817",26.2775151410574,1.31288844151141,0.46240102103711,2.83928534276753,0.00452147047821002,0.0146151150505189,"ENSMUSG00000042817","Flt3","FMS-like tyrosine kinase 3 [Source:MGI Symbol;Acc:MGI:95559]"
"ENSMUSG00000042826",118.403935076005,1.37824853647767,0.310502616595429,4.43876625449976,9.0476010140091e-06,7.05515401299182e-05,"ENSMUSG00000042826","Fgf11","fibroblast growth factor 11 [Source:MGI Symbol;Acc:MGI:109167]"
"ENSMUSG00000042828",19.1402715305547,2.3851851744279,0.626526674204169,3.80699700847953,0.000140664446166507,0.000768165937713794,"ENSMUSG00000042828","Trim72","tripartite motif-containing 72 [Source:MGI Symbol;Acc:MGI:3612190]"
"ENSMUSG00000042831",57.2691537928525,0.0454802826351068,0.440445189137417,0.103259801121172,0.917756779077597,0.945402992090254,"ENSMUSG00000042831","Alkbh6","alkB homolog 6 [Source:MGI Symbol;Acc:MGI:2142037]"
"ENSMUSG00000042834",31.6139933971129,-0.121508888947102,0.436851931808746,-0.278146621542924,0.7808998083674,0.847577214454415,"ENSMUSG00000042834","Nrep","neuronal regeneration related protein [Source:MGI Symbol;Acc:MGI:99444]"
"ENSMUSG00000042846",120.830061068835,-0.806683587526102,0.296035980914048,-2.72495115301649,0.00643110008397626,0.0196287353282513,"ENSMUSG00000042846","Lrrtm3","leucine rich repeat transmembrane neuronal 3 [Source:MGI Symbol;Acc:MGI:2389177]"
"ENSMUSG00000042851",538.210487192864,-0.22832237991148,0.310906104799704,-0.73437728107196,0.462718829303074,0.587233158566204,"ENSMUSG00000042851","Zc3h6","zinc finger CCCH type containing 6 [Source:MGI Symbol;Acc:MGI:1926001]"
"ENSMUSG00000042854",30.0540383172096,0.206848444788646,0.416344064675844,0.496820928502233,0.619315335384629,0.724001118847991,"ENSMUSG00000042854","Trp53rkb","transformation related protein 53 regulating kinase B [Source:MGI Symbol;Acc:MGI:1914050]"
"ENSMUSG00000042870",174.838838805175,-0.603919265623444,0.27011475618434,-2.23578775981901,0.0253656771039147,0.0609171116863163,"ENSMUSG00000042870","Tom1","target of myb1 trafficking protein [Source:MGI Symbol;Acc:MGI:1338026]"
"ENSMUSG00000042873",62.2666252389914,0.116873460205249,0.515803669692449,0.22658516616397,0.820746328000846,0.875841231641211,"ENSMUSG00000042873","Lhfpl4","lipoma HMGIC fusion partner-like protein 4 [Source:MGI Symbol;Acc:MGI:3057108]"
"ENSMUSG00000042901",324.541696340247,-0.568085110995317,0.224947947124595,-2.52540695861814,0.0115564377817588,0.0317848864110935,"ENSMUSG00000042901","Aida","axin interactor, dorsalization associated [Source:MGI Symbol;Acc:MGI:1919737]"
"ENSMUSG00000042918",10.4311921797652,1.48224134190481,0.903251049044361,1.64100705277123,0.10079595117972,0.184297081914597,"ENSMUSG00000042918","Mamstr","MEF2 activating motif and SAP domain containing transcriptional regulator [Source:MGI Symbol;Acc:MGI:1921740]"
"ENSMUSG00000042942",62.0598409722126,1.42111298657345,0.380889430890867,3.7310381210883,0.000190692362971179,0.0010030373962405,"ENSMUSG00000042942","Greb1l","growth regulation by estrogen in breast cancer-like [Source:MGI Symbol;Acc:MGI:3576497]"
"ENSMUSG00000042978",44.1413830122053,0.2767642966909,0.515471005136426,0.536915353013214,0.591326085374172,0.701366672640202,"ENSMUSG00000042978","Sbk1","SH3-binding kinase 1 [Source:MGI Symbol;Acc:MGI:2135937]"
"ENSMUSG00000042992",17.6388252844411,-0.25575128887704,0.543460022549006,-0.470598164106869,0.637927718922937,0.738509995062487,"ENSMUSG00000042992","Borcs5","BLOC-1 related complex subunit 5 [Source:MGI Symbol;Acc:MGI:1915024]"
"ENSMUSG00000042997",30.8607323784674,0.0911050284138529,0.418242611331854,0.217828183799201,0.827562984303441,0.880002747309745,"ENSMUSG00000042997","Nhlrc3","NHL repeat containing 3 [Source:MGI Symbol;Acc:MGI:2444520]"
"ENSMUSG00000043004",147.35578578653,-0.528037490726128,0.245673098493349,-2.14935006707877,0.0316066604622785,0.0728880622449284,"ENSMUSG00000043004","Gng2","guanine nucleotide binding protein (G protein), gamma 2 [Source:MGI Symbol;Acc:MGI:102705]"
"ENSMUSG00000043015",53.2364981144027,2.05794655749467,0.388994344423191,5.29042796379531,1.22030478834429e-07,1.58382961821818e-06,"ENSMUSG00000043015","Nemp2","nuclear envelope integral membrane protein 2 [Source:MGI Symbol;Acc:MGI:2444113]"
"ENSMUSG00000043019",361.164686902077,-0.501669766024592,0.202664140971576,-2.47537508914788,0.0133096310401357,0.035745113946762,"ENSMUSG00000043019","Edem3","ER degradation enhancer, mannosidase alpha-like 3 [Source:MGI Symbol;Acc:MGI:1914217]"
"ENSMUSG00000043051",6.85122010182135,1.94140340772892,0.97591887326268,1.98930819038108,0.046667196205319,0.0994564447871557,"ENSMUSG00000043051","Disc1","disrupted in schizophrenia 1 [Source:MGI Symbol;Acc:MGI:2447658]"
"ENSMUSG00000043059",154.358303300236,1.76660627729797,0.266657602147897,6.62499873646262,3.47251149380914e-11,1.11978185368059e-09,"ENSMUSG00000043059","Zfp513","zinc finger protein 513 [Source:MGI Symbol;Acc:MGI:2141255]"
"ENSMUSG00000043061",136.780096353778,1.14557335822791,0.243678580959071,4.7011655834467,2.586806384991e-06,2.33811474584806e-05,"ENSMUSG00000043061","Tmem18","transmembrane protein 18 [Source:MGI Symbol;Acc:MGI:2387176]"
"ENSMUSG00000043065",964.782004283747,1.97939009514032,0.188925027872144,10.4771195083792,1.1004446784124e-25,3.55705641764921e-23,"ENSMUSG00000043065","Spice1","spindle and centriole associated protein 1 [Source:MGI Symbol;Acc:MGI:1196252]"
"ENSMUSG00000043067",264.612379779044,-0.83250282640138,0.197391402051339,-4.2175232444261,2.47000364937683e-05,0.000170130743500456,"ENSMUSG00000043067","Dpy19l1","dpy-19-like 1 (C. elegans) [Source:MGI Symbol;Acc:MGI:1915685]"
"ENSMUSG00000043079",380.268876058823,0.695905016198105,0.254428278208276,2.73517166055117,0.00623477524767155,0.0191068417070855,"ENSMUSG00000043079","Synpo","synaptopodin [Source:MGI Symbol;Acc:MGI:1099446]"
"ENSMUSG00000043090",183.222505424011,0.343547786209881,0.263127207297329,1.30563384052367,0.191677106508228,0.304423069484757,"ENSMUSG00000043090","Zfp866","zinc finger protein 866 [Source:MGI Symbol;Acc:MGI:3584369]"
"ENSMUSG00000043091",2080.88063801809,0.421816881811604,0.271144389996441,1.55569098006099,0.119781592474489,0.211134107950359,"ENSMUSG00000043091","Tuba1c","tubulin, alpha 1C [Source:MGI Symbol;Acc:MGI:1095409]"
"ENSMUSG00000043131",51.23398609887,0.299566810945032,0.363487952272767,0.824145089464292,0.409857122853137,0.537865664558162,"ENSMUSG00000043131","Mob1a","MOB kinase activator 1A [Source:MGI Symbol;Acc:MGI:2442631]"
"ENSMUSG00000043140",33.9570492871281,1.84121732567605,0.595763914239795,3.09051502057737,0.00199809698166932,0.0074447381959515,"ENSMUSG00000043140","Tmem186","transmembrane protein 186 [Source:MGI Symbol;Acc:MGI:1913940]"
"ENSMUSG00000043153",38.5151882317914,-1.04086490052428,0.436687782309168,-2.38354481781074,0.0171467964313943,0.0441131150942976,"ENSMUSG00000043153","Crppa","CDP-L-ribitol pyrophosphorylase A [Source:MGI Symbol;Acc:MGI:1923097]"
"ENSMUSG00000043154",400.969589229303,0.00316451436010229,0.245537213400699,0.0128881252510512,0.98971704851812,0.994404873496299,"ENSMUSG00000043154","Ppp2r3a","protein phosphatase 2, regulatory subunit B'', alpha [Source:MGI Symbol;Acc:MGI:2442104]"
"ENSMUSG00000043162",56.7830255403316,-0.910400733562333,0.322583533948851,-2.8222170004086,0.00476928941350476,0.015238379166331,"ENSMUSG00000043162","Pyurf","Pigy upstream reading frame [Source:MGI Symbol;Acc:MGI:1913709]"
"ENSMUSG00000043165",13.2160064323105,2.53920474129452,0.771174763154832,3.29264501720307,0.000992496991182928,0.00410296563711919,"ENSMUSG00000043165","Lor","loricrin [Source:MGI Symbol;Acc:MGI:96816]"
"ENSMUSG00000043183",415.815281900506,0.874225628694134,0.214645989437395,4.07287194596812,4.64369584036804e-05,0.000294454996398115,"ENSMUSG00000043183","Simc1","SUMO-interacting motifs containing 1 [Source:MGI Symbol;Acc:MGI:2442599]"
"ENSMUSG00000043190",74.9238360182155,-0.946932452610453,0.376942055498221,-2.51214328249696,0.0120000355507875,0.0328254045209532,"ENSMUSG00000043190","Rfesd","Rieske (Fe-S) domain containing [Source:MGI Symbol;Acc:MGI:2145198]"
"ENSMUSG00000043207",180.846845240942,-1.84158062181083,0.257096794362725,-7.16298554548538,7.89386760996872e-13,3.50219433571684e-11,"ENSMUSG00000043207","Zmpste24","zinc metallopeptidase, STE24 [Source:MGI Symbol;Acc:MGI:1890508]"
"ENSMUSG00000043241",518.288443026573,0.484988850058276,0.329278992619838,1.4728812372741,0.14078306213582,0.239808136958079,"ENSMUSG00000043241","Upf2","UPF2 regulator of nonsense transcripts homolog (yeast) [Source:MGI Symbol;Acc:MGI:2449307]"
"ENSMUSG00000043243",8.85623064420566,3.07359774293361,0.922195139321848,3.33291470739461,0.000859412843696365,0.00363470055016257,"ENSMUSG00000043243","Niban3","niban apoptosis regulator 3 [Source:MGI Symbol;Acc:MGI:3686743]"
"ENSMUSG00000043251",16.8699823276838,-0.129882844093343,0.52823580307021,-0.245880425632716,0.805774796830582,0.864827151693571,"ENSMUSG00000043251","Exoc3l","exocyst complex component 3-like [Source:MGI Symbol;Acc:MGI:3041195]"
"ENSMUSG00000043252",29.3864754839529,-0.592371536491562,0.412180661048562,-1.4371647980393,0.150671172797795,0.252314276785847,"ENSMUSG00000043252","Tmem64","transmembrane protein 64 [Source:MGI Symbol;Acc:MGI:2140359]"
"ENSMUSG00000043257",11.0843235164843,1.37762448172601,0.686881435861886,2.00562194550707,0.0448965986748323,0.0964119303400069,"ENSMUSG00000043257","Pigv","phosphatidylinositol glycan anchor biosynthesis, class V [Source:MGI Symbol;Acc:MGI:2442480]"
"ENSMUSG00000043259",764.547398106835,0.0228501655089821,0.180649828083427,0.126488719925211,0.89934507752609,0.931772138377556,"ENSMUSG00000043259","Fam13c","family with sequence similarity 13, member C [Source:MGI Symbol;Acc:MGI:1918971]"
"ENSMUSG00000043262",93.5895781806416,0.130358447239547,0.335859513282422,0.388133853841231,0.697916980198609,0.785127686706688,"ENSMUSG00000043262","Uevld","UEV and lactate/malate dehyrogenase domains [Source:MGI Symbol;Acc:MGI:1860490]"
"ENSMUSG00000043279",8.73913781347008,0.239066842467034,0.812986996900836,0.29405985997116,0.76871216260874,0.837966622737775,"ENSMUSG00000043279","Trim56","tripartite motif-containing 56 [Source:MGI Symbol;Acc:MGI:2685298]"
"ENSMUSG00000043284",182.618695755337,-0.574976877816798,0.273126335626066,-2.10516820539778,0.0352766688315083,0.0797927450943946,"ENSMUSG00000043284","Tmem11","transmembrane protein 11 [Source:MGI Symbol;Acc:MGI:2144726]"
"ENSMUSG00000043290",15.9305383526132,1.49338382812345,0.624887520135434,2.38984421996423,0.016855520492721,0.0434873710013646,"ENSMUSG00000043290","Zfp784","zinc finger protein 784 [Source:MGI Symbol;Acc:MGI:3606042]"
"ENSMUSG00000043298",11.5462840604711,-0.695724106940713,0.707465405370936,-0.983403713678314,0.325408783267099,0.455156567240277,"ENSMUSG00000043298","Smco3","single-pass membrane protein with coiled-coil domains 3 [Source:MGI Symbol;Acc:MGI:2443451]"
"ENSMUSG00000043300",139.33449785011,-1.18774742211456,0.242891154327172,-4.89003984276296,1.00815569661322e-06,1.02522260203903e-05,"ENSMUSG00000043300","B3galnt1","UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1349405]"
"ENSMUSG00000043301",124.411146644984,0.0468048791194662,0.272427423067725,0.171806782857651,0.863589432871026,0.906174844694469,"ENSMUSG00000043301","Kcnj6","potassium inwardly-rectifying channel, subfamily J, member 6 [Source:MGI Symbol;Acc:MGI:104781]"
"ENSMUSG00000043311",8.11054178521711,0.0488470245439592,0.805664846754124,0.0606294599308322,0.951654311043705,0.968054767475599,"ENSMUSG00000043311","D17H6S53E","DNA segment, Chr 17, human D6S53E [Source:MGI Symbol;Acc:MGI:90673]"
"ENSMUSG00000043313",60.7579196944024,0.769124182006228,0.357090870887257,2.15386122892249,0.0312510562649955,0.0722029169253879,"ENSMUSG00000043313","Pcdhb19","protocadherin beta 19 [Source:MGI Symbol;Acc:MGI:2136757]"
"ENSMUSG00000043323",205.36703465383,1.33939357361333,0.233466727685675,5.7369783989803,9.6380543750282e-09,1.67751572045363e-07,"ENSMUSG00000043323","Fbrsl1","fibrosin-like 1 [Source:MGI Symbol;Acc:MGI:1920907]"
"ENSMUSG00000043333",9.4040769966694,1.17538087779711,0.836083021259212,1.40581837916872,0.15977806300105,0.264240100292637,"ENSMUSG00000043333","Rhbdl2","rhomboid like 2 [Source:MGI Symbol;Acc:MGI:3608413]"
"ENSMUSG00000043336",52.4432684395112,0.259069041849385,0.354746559623845,0.730293317358986,0.465210912148622,0.589481364880501,"ENSMUSG00000043336","Filip1l","filamin A interacting protein 1-like [Source:MGI Symbol;Acc:MGI:1925999]"
"ENSMUSG00000043342",5.95674457228015,2.75828183917698,1.03169903648834,2.67353340618163,0.00750568002641727,0.0222774621859731,"ENSMUSG00000043342","Hoxd9","homeobox D9 [Source:MGI Symbol;Acc:MGI:96210]"
"ENSMUSG00000043372",15.2024146981328,0.509030001497603,0.65588612437204,0.776095091179066,0.43769284185815,0.563394142511258,"ENSMUSG00000043372","Hexim2","hexamethylene bis-acetamide inducible 2 [Source:MGI Symbol;Acc:MGI:1918309]"
"ENSMUSG00000043384",11510.315683348,1.42884813619129,0.217839533636007,6.55917735565292,5.41054221989860e-11,1.67320093798049e-09,"ENSMUSG00000043384","Gprasp1","G protein-coupled receptor associated sorting protein 1 [Source:MGI Symbol;Acc:MGI:1917418]"
"ENSMUSG00000043388",302.693307410307,-0.999389148035962,0.283477010479035,-3.52546806651849,0.000422735139950539,0.00199341863840518,"ENSMUSG00000043388","Tmem130","transmembrane protein 130 [Source:MGI Symbol;Acc:MGI:3607706]"
"ENSMUSG00000043391",94.4699333966892,-0.258837298280837,0.283022663121268,-0.914546190140018,0.360429918606338,0.490398534275371,"ENSMUSG00000043391","2510009E07Rik","RIKEN cDNA 2510009E07 gene [Source:MGI Symbol;Acc:MGI:1919440]"
"ENSMUSG00000043398",13.1861649106338,0.309407785468258,0.745690512683919,0.414927882553615,0.678194697627998,0.769830369146965,"ENSMUSG00000043398","Gpr135","G protein-coupled receptor 135 [Source:MGI Symbol;Acc:MGI:2676315]"
"ENSMUSG00000043410",68.7451131770996,1.54403795806758,0.419182474968966,3.68345064564517,0.000230097850977056,0.00117746265543329,"ENSMUSG00000043410","Hfm1","HFM1, ATP-dependent DNA helicase homolog [Source:MGI Symbol;Acc:MGI:3036246]"
"ENSMUSG00000043411",1015.06429150839,1.16293904057483,0.209393764447463,5.5538379743233,2.79464537866947e-08,4.30525285961516e-07,"ENSMUSG00000043411","Usp48","ubiquitin specific peptidase 48 [Source:MGI Symbol;Acc:MGI:2158502]"
"ENSMUSG00000043415",103.76158002386,1.4354279203839,0.269536901875292,5.32553394506269,1.00656915556954e-07,1.34021716526542e-06,"ENSMUSG00000043415","Otud1","OTU domain containing 1 [Source:MGI Symbol;Acc:MGI:1918448]"
"ENSMUSG00000043419",34.4452154290515,0.343987243071659,0.445710772300144,0.771772334100141,0.440249280286099,0.565719283404078,"ENSMUSG00000043419","Rnf227","ring finger protein 227 [Source:MGI Symbol;Acc:MGI:1915359]"
"ENSMUSG00000043421",11.0293578443914,-0.691703554186241,0.963338726310281,-0.718027351433862,0.472740422400894,0.595962853980363,"ENSMUSG00000043421","Hilpda","hypoxia inducible lipid droplet associated [Source:MGI Symbol;Acc:MGI:1916823]"
"ENSMUSG00000043424",403.666691804243,-1.32270358182921,0.471689353131961,-2.80418367098307,0.00504441597772968,0.0159741560754645,"ENSMUSG00000043424","Eif3j2","eukaryotic translation initiation factor 3, subunit J2 [Source:MGI Symbol;Acc:MGI:3704486]"
"ENSMUSG00000043432",46.0154096217971,0.345571747754602,0.340419851569599,1.01513394756871,0.310041981333909,0.438407086972531,"ENSMUSG00000043432","Leng9","leukocyte receptor cluster (LRC) member 9 [Source:MGI Symbol;Acc:MGI:2444509]"
"ENSMUSG00000043439",8.63048084652898,1.09705469364369,0.786128810843841,1.39551518594783,0.162860538638627,0.267837028777469,"ENSMUSG00000043439","Epop","elongin BC and polycomb repressive complex 2 associated protein [Source:MGI Symbol;Acc:MGI:2143991]"
"ENSMUSG00000043445",120.170409065858,0.164477778334259,0.339064200134782,0.485093319403457,0.627610150736281,0.730354530231657,"ENSMUSG00000043445","Pgp","phosphoglycolate phosphatase [Source:MGI Symbol;Acc:MGI:1914328]"
"ENSMUSG00000043456",166.898161554249,0.292624010391326,0.253421250416621,1.15469405154562,0.248215736315655,0.370794106098298,"ENSMUSG00000043456","Zfp536","zinc finger protein 536 [Source:MGI Symbol;Acc:MGI:1926102]"
"ENSMUSG00000043458",57.3054322845456,0.659979064894481,0.335767358462875,1.96558434958011,0.0493466433962984,0.104093926418102,"ENSMUSG00000043458","Pcdhb12","protocadherin beta 12 [Source:MGI Symbol;Acc:MGI:2136747]"
"ENSMUSG00000043460",178.996208199877,0.160485262149884,0.329460710378671,0.487115024930977,0.626176819372501,0.729384513067445,"ENSMUSG00000043460","Elfn2","leucine rich repeat and fibronectin type III, extracellular 2 [Source:MGI Symbol;Acc:MGI:3608416]"
"ENSMUSG00000043463",47.3897549421748,-0.920313277713131,0.385927220492642,-2.3846809161021,0.0170939406585182,0.0440104946671805,"ENSMUSG00000043463","Rab9b","RAB9B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2442454]"
"ENSMUSG00000043467",70.8729973471754,0.968104330730735,0.30382016342944,3.18643871362267,0.00144036000472306,0.00564175632548191,"ENSMUSG00000043467","Zbtb37","zinc finger and BTB domain containing 37 [Source:MGI Symbol;Acc:MGI:2444467]"
"ENSMUSG00000043487",10.1105209241662,-0.0919711211180121,0.93741485866362,-0.0981114394208839,0.921843804008867,0.948677341057033,"ENSMUSG00000043487","Acot6","acyl-CoA thioesterase 6 [Source:MGI Symbol;Acc:MGI:1921287]"
"ENSMUSG00000043496",49.8397437762415,0.198174153575471,0.466664078980386,0.424661255283376,0.671083631902178,0.764635449996137,"ENSMUSG00000043496","Tril","TLR4 interactor with leucine-rich repeats [Source:MGI Symbol;Acc:MGI:1914123]"
"ENSMUSG00000043510",42.7464030176424,-0.769982176095068,0.356849539159063,-2.15772220950482,0.0309494361248281,0.0716035352472165,"ENSMUSG00000043510","Hscb","HscB iron-sulfur cluster co-chaperone [Source:MGI Symbol;Acc:MGI:2141135]"
"ENSMUSG00000043518",85.6703900260742,0.0834524522363338,0.305151254223352,0.27347897503725,0.78448505204502,0.849973126623304,"ENSMUSG00000043518","Rai2","retinoic acid induced 2 [Source:MGI Symbol;Acc:MGI:1344378]"
"ENSMUSG00000043531",237.651778586625,-0.431630401077494,0.231531363271892,-1.86424160847108,0.0622877826690438,0.125630506242005,"ENSMUSG00000043531","Sorcs1","sortilin-related VPS10 domain containing receptor 1 [Source:MGI Symbol;Acc:MGI:1929666]"
"ENSMUSG00000043535",2123.37887404686,0.743789187431284,0.231554477805639,3.2121563550829,0.00131742654189339,0.00522811538519284,"ENSMUSG00000043535","Setx","senataxin [Source:MGI Symbol;Acc:MGI:2443480]"
"ENSMUSG00000043541",13.2018858718704,0.697362436536332,0.58050983463568,1.20129306159643,0.229637540938068,0.3493063591905,"ENSMUSG00000043541","Casc1","cancer susceptibility candidate 1 [Source:MGI Symbol;Acc:MGI:2444480]"
"ENSMUSG00000043542",434.652162567441,-0.501618535148705,0.212591603157584,-2.35954067657544,0.0182975747668282,0.046544477240858,"ENSMUSG00000043542","Zc2hc1a","zinc finger, C2HC-type containing 1A [Source:MGI Symbol;Acc:MGI:1914556]"
"ENSMUSG00000043557",111.431223044391,0.154587522145924,0.263461166199344,0.5867563875769,0.557367331216096,0.671486308573468,"ENSMUSG00000043557","Mdga1","MAM domain containing glycosylphosphatidylinositol anchor 1 [Source:MGI Symbol;Acc:MGI:1922012]"
"ENSMUSG00000043572",16.4053752881201,0.077742907428277,0.573166090743331,0.135637660154412,0.892107732063282,0.926658299999919,"ENSMUSG00000043572","Pars2","prolyl-tRNA synthetase (mitochondrial)(putative) [Source:MGI Symbol;Acc:MGI:2386296]"
"ENSMUSG00000043587",60.0447188480351,-0.67535388251063,0.295060237637883,-2.2888678187112,0.0220870335707756,0.0543547225426636,"ENSMUSG00000043587","Pxylp1","2-phosphoxylose phosphatase 1 [Source:MGI Symbol;Acc:MGI:2442444]"
"ENSMUSG00000043602",55.5264610463813,0.11998377978021,0.319248372439872,0.375832079779225,0.707041737053226,0.792045434626174,"ENSMUSG00000043602","Zfp3","zinc finger protein 3 [Source:MGI Symbol;Acc:MGI:99177]"
"ENSMUSG00000043614",29.7808980122744,0.788090987700224,0.421657812898083,1.86902972883064,0.0616186784275379,0.124484401537538,"ENSMUSG00000043614","Vps37d","vacuolar protein sorting 37D [Source:MGI Symbol;Acc:MGI:2159402]"
"ENSMUSG00000043629",23.0354205755934,-0.777888723387981,0.557190139957411,-1.3960920475862,0.162686778256638,0.267648533884164,"ENSMUSG00000043629","1700019D03Rik","RIKEN cDNA 1700019D03 gene [Source:MGI Symbol;Acc:MGI:1914330]"
"ENSMUSG00000043631",12.6993760460328,1.16776498281049,0.647647128939079,1.80308833411092,0.0713743429763675,0.139541774229142,"ENSMUSG00000043631","Ecm2","extracellular matrix protein 2, female organ and adipocyte specific [Source:MGI Symbol;Acc:MGI:3039578]"
"ENSMUSG00000043633",18.0286374836634,0.679191759168081,0.519442776084186,1.30753913701171,0.191029672066458,0.303470025795179,"ENSMUSG00000043633","Fam221b","family with sequence similarity 221, member B [Source:MGI Symbol;Acc:MGI:2441678]"
"ENSMUSG00000043635",126.30214878274,1.20159120664543,0.295840984069849,4.06161171489927,4.87350869721944e-05,0.000306219505785412,"ENSMUSG00000043635","Adamts3","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 3 [Source:MGI Symbol;Acc:MGI:3045353]"
"ENSMUSG00000043639",25.6249965957203,0.599122738705927,0.474672071267727,1.26218240964931,0.206883156796463,0.322491267089434,"ENSMUSG00000043639","Rbm20","RNA binding motif protein 20 [Source:MGI Symbol;Acc:MGI:1920963]"
"ENSMUSG00000043668",43.9299472016954,-0.0858852587269269,0.376872619520145,-0.22788935645227,0.819732257355054,0.875103021612976,"ENSMUSG00000043668","Tox3","TOX high mobility group box family member 3 [Source:MGI Symbol;Acc:MGI:3039593]"
"ENSMUSG00000043670",91.7722798472701,-0.110932877232041,0.381263750088286,-0.290960987522031,0.771081156689867,0.839739915227149,"ENSMUSG00000043670","Diras1","DIRAS family, GTP-binding RAS-like 1 [Source:MGI Symbol;Acc:MGI:2183442]"
"ENSMUSG00000043671",79.4474885924093,-0.879912570003356,0.33263135902477,-2.64530852588024,0.00816164632240116,0.0237977900500254,"ENSMUSG00000043671","Dpy19l3","dpy-19-like 3 (C. elegans) [Source:MGI Symbol;Acc:MGI:2443952]"
"ENSMUSG00000043673",9.71332891357881,-0.539620131709918,0.759523027332865,-0.710472378441037,0.477411253720391,0.599734910753033,"ENSMUSG00000043673","Kcns3","potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3 [Source:MGI Symbol;Acc:MGI:1098804]"
"ENSMUSG00000043683",59.3527605278374,-0.189117227577351,0.434451851974924,-0.435300774338204,0.663344122913149,0.758938126805066,"ENSMUSG00000043683","Fem1a","fem 1 homolog a [Source:MGI Symbol;Acc:MGI:1335089]"
"ENSMUSG00000043702",115.465275474253,-0.526430027241742,0.28373425780846,-1.85536294174642,0.0635444156094841,0.127558625804281,"ENSMUSG00000043702","Pde12","phosphodiesterase 12 [Source:MGI Symbol;Acc:MGI:2443226]"
"ENSMUSG00000043716",1269.14470033232,-0.393164432368919,0.27167162082622,-1.44720464792462,0.147839615172963,0.2488926854648,"ENSMUSG00000043716","Rpl7","ribosomal protein L7 [Source:MGI Symbol;Acc:MGI:98073]"
"ENSMUSG00000043733",584.623227581442,-0.526030336235696,0.208194896988984,-2.52662454192395,0.0115164547774837,0.0317006062569178,"ENSMUSG00000043733","Ptpn11","protein tyrosine phosphatase, non-receptor type 11 [Source:MGI Symbol;Acc:MGI:99511]"
"ENSMUSG00000043811",132.807342626861,-0.431190788069765,0.429288271294188,-1.00443179304629,0.315170531994801,0.443900315630399,"ENSMUSG00000043811","Rtn4r","reticulon 4 receptor [Source:MGI Symbol;Acc:MGI:2136886]"
"ENSMUSG00000043831",91.1376789257515,0.444753757409737,0.279942913576916,1.58873018690483,0.112121320657353,0.200328238894375,"ENSMUSG00000043831","Lysmd4","LysM, putative peptidoglycan-binding, domain containing 4 [Source:MGI Symbol;Acc:MGI:1922349]"
"ENSMUSG00000043843",143.900840961612,0.651259607969982,0.261935930469148,2.48633170257904,0.0129067601399224,0.0348562115893348,"ENSMUSG00000043843","Tmem145","transmembrane protein 145 [Source:MGI Symbol;Acc:MGI:3607779]"
"ENSMUSG00000043857",140.89534110474,0.768832865846216,0.357813163277698,2.14869922281067,0.0316582503481492,0.0729916992979783,"ENSMUSG00000043857","Mgat5b","mannoside acetylglucosaminyltransferase 5, isoenzyme B [Source:MGI Symbol;Acc:MGI:3606200]"
"ENSMUSG00000043866",250.688399638647,-0.918601463185947,0.208729141605749,-4.40092579368249,1.07789985930812e-05,8.20267292038508e-05,"ENSMUSG00000043866","Taf10","TATA-box binding protein associated factor 10 [Source:MGI Symbol;Acc:MGI:1346320]"
